Age,latitude,longitude,Pin code,Medium (P1),Medium (P2),Ease and convenient,Time saving,Easy Payment option,Good delevery safe ,Good Tracking system,Late Delivery,product damage ,Bad past experience,Unavailability,Long delivery time,Delay of delivery ,Wrong order delivered,Missing item,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Output,Reviews
32,12.9037,77.5376,560061,Web browser,Normal Post,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Neutral,Agree,Neutral,No,Important,Moderately Important,Slightly Important,Slightly Important,Yes,Smooth delivery service
25,12.8834,77.5486,560062,Speed posst,Web browser,Agree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Agree,Neutral,Neutral,Yes,Important,Moderately Important,Important,Moderately Important,Yes,Fast delivery is required. But quality is super good
28,12.9149,77.5635,560070,Speed posst,Post Man pickup,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Neutral,Agree,Neutral,Maybe,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Yes,LOVE SWIGGY AND ZOMATO. Literally the best
21,12.9149,77.5635,560070,Speed posst,Normal Post,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Maybe,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Very Important,Very Important,Very Important,Yes,The delivery to my locations are done pretty fast
24,12.9706,77.6529,560075,Speed posst,Post Man pickup,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Slightly Important,Important,Moderately Important,Yes,NIL
26,12.9706,77.6529,560075,Speed posst,Post Man pickup,Disagree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Agree,Neutral,Disagree,Disagree,Maybe,Important,Important,Very Important,Important,No,I require the post to be undamaged. Mostly the post is tampered
32,12.9706,77.6529,560075,Speed posst,Post Man pickup,Agree,Agree,Strongly agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Moderately Important,Important,Moderately Important,Yes,Best Best Best Best !!!!
29,12.8845,77.6036,560076,Speed posst,Web browser,Agree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Yes,Weekend (Sat & Sun),More than 60 minutes,Agree,Neutral,Agree,Neutral,Agree,No,Moderately Important,Slightly Important,Moderately Important,Slightly Important,Yes,Love to order online
21,12.9783,77.6408,560038,Speed posst,Web browser,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Yes,I love ordering for my family from swiggy
24,13.0103,77.5796,560080,Speed posst,Post Man pickup,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Neutral,Agree,Neutral,Maybe,Important,Important,Important,Moderately Important,No,I need faster delivery.
26,13.0103,77.5796,560080,Speed posst,Post Man pickup,Agree,Strongly agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,No,Moderately Important,Moderately Important,Slightly Important,Slightly Important,Yes,Crazily fast delivery people besides having high traffic
25,12.9306,77.5434,560085,Speed posst,Web browser,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,No,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Important,Very Important,Important,Yes,BEST BEST BEST !! WONDERFUL WONDERFUL !! FAST FAST FAST !!
29,13.0641,77.5931,560092,Speed posst,Web browser,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Agree,Agree,Strongly Agree,Yes,Important,Very Important,Important,Very Important,No,Need quality post delivery. had worst experience of spilled post
22,13.0158,77.539,560096,Speed posst,Web browser,Agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Very Important,Important,Very Important,Yes,NIL
24,12.9561,77.5921,560027,Post Man pickup,Post Man pickup,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,Neutral,Neutral,Yes,Important,Important,Moderately Important,Important,Yes,NIL
27,12.8845,77.6036,560076,Speed posst,Web browser,Agree,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Strongly agree,Agree,No,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Moderately Important,Important,Moderately Important,Yes,I would avoid restaurants which has less rating
23,12.9369,77.6407,560095,Speed posst,Web browser,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Maybe,Important,Important,Very Important,Important,No,Faster delivery is needed !!
32,12.9369,77.6407,560095,Speed posst,Normal Post,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Very Important,Yes,My entire family loves swiggy
22,12.9369,77.6407,560095,Speed posst,Post Man pickup,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Agree,Disagree,Maybe,Important,Important,Very Important,Very Important,Yes,Delivery people are working hard. Can't complain
28,12.9369,77.6407,560095,Speed posst,Web browser,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Maybe,Weekend (Sat & Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Yes,I don't mind about late delivery when it comes from a top rated restaurant believing in its quality
23,13.0158,77.539,560096,Speed posst,Post Man pickup,Agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Moderately Important,Important,Yes,I have no issues related to delivery and I prefer four plus rated restaurant
30,13.0809,77.5565,560097,Speed posst,Post Man pickup,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Very Important,Important,No,I had misplaced order in the past orders
21,13.0641,77.5931,560092,Speed posst,Post Man pickup,Agree,Agree,Agree,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Important,Important,Yes,Best service
26,12.9859,77.6713,560093,Speed posst,Post Man pickup,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Agree,Yes,Important,Moderately Important,Important,Important,No,I had bad quality order delivered twice
25,12.9859,77.6713,560093,Speed posst,Post Man pickup,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Neutral,Disagree,Maybe,Anytime (Mon-Sun),60 minutes,Agree,Disagree,Disagree,Agree,Disagree,No,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Yes,Bad rating doesn't mean that the post tastes bad. Delivery got no problem !
31,12.9866,77.4904,560091,Speed posst,Post Man pickup,Neutral,Disagree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Disagree,Disagree,Neutral,Agree,Yes,Important,Moderately Important,Important,Very Important,No,Order delivered to my location are late
23,12.9847,77.5491,560100,Speed posst,Normal Post,Agree,Neutral,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Important,Moderately Important,Important,Important,Yes,My location is pretty well built for post delivery
29,12.9847,77.5491,560100,Speed posst,Post Man pickup,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Yes,I believe more on quality than time of delivery
21,12.9847,77.5491,560100,Speed posst,Post Man pickup,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Yes,NIL
20,12.9299,77.6848,560103,Speed posst,Post Man pickup,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Important,Important,Yes,Super fast riders helps in super fast delivery
22,12.9299,77.6848,560103,Speed posst,Post Man pickup,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Maybe,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,Disagree,Disagree,No,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Yes,I believe rating doesn't have much effect on the taste of post
30,12.9828,77.6131,560042,Speed posst,Web browser,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Yes,Important,Moderately Important,Very Important,Moderately Important,No,I need quicker delivery and more extra restaurant choices
27,12.989,77.5332,560079,Speed posst,Post Man pickup,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,No,Anytime (Mon-Sun),More than 60 minutes,Disagree,Agree,Neutral,Agree,Agree,Yes,Important,Important,Important,Important,Yes,Best best fast fast quick quick
23,12.977,77.5773,560009,Speed posst,Post Man pickup,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,No,My order rarely gets late. But it really pissess me off
30,12.9251,77.4992,560059,Speed posst,Post Man pickup,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,Agree,Agree,Yes,Important,Important,Important,Important,No,worst worst worst slow slow slow
23,12.9967,77.7582,560067,Speed posst,Web browser,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Maybe,Very Important,Very Important,Very Important,Very Important,Yes,I'm satisfied with the service of swiggy
28,12.9967,77.7582,560067,Speed posst,Post Man pickup,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Neutral,Disagree,Agree,Agree,Yes,Important,Important,Important,Important,No,Worst delivery system- Especially zomato
30,12.9967,77.7582,560067,Speed posst,Post Man pickup,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),60 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Moderately Important,Slightly Important,Moderately Important,Yes,Whitefield got no problem with respect to delivery and we have a good set of restaurant here
24,12.957,77.5637,560018,Speed posst,Post Man pickup,Agree,Agree,Neutral,Agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),More than 60 minutes,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Yes,Very Important,Very Important,Very Important,Very Important,Yes,I can wait for quality post from highly rated restaurant
21,12.957,77.5637,560018,Speed posst,Post Man pickup,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Agree,Disagree,Neutral,Disagree,Yes,Important,Important,Moderately Important,Important,No,If it is from a low rated restaurant. I restrict myself to order from that restaurant
23,12.9889,77.5741,560020,Speed posst,Post Man pickup,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Maybe,Important,Important,Slightly Important,Important,No,It serves my hunger on time. But there are times it delays when I needed the most
25,13.0206,77.6479,560043,Speed posst,Normal Post,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Important,Important,Important,Important,Yes,I'm conscious about quality more than time of delivery
24,12.8893,77.6399,560068,Speed posst,Post Man pickup,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Moderately Important,Important,Yes,LOVE SWIGGY AND ZOMATO
26,12.8893,77.6399,560068,Speed posst,Post Man pickup,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,Agree,Disagree,Yes,Important,Important,Very Important,Very Important,No,Poor delivery services
25,12.9967,77.7582,560067,Speed posst,Post Man pickup,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Maybe,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Yes,Quick and fastest delivery made to my location
22,12.9783,77.6408,560038,Speed posst,Post Man pickup,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Agree,Strongly Agree,Neutral,Neutral,Yes,Important,Very Important,Slightly Important,Moderately Important,Yes,No issues
26,12.9783,77.6408,560038,Speed posst,Post Man pickup,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Yes,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Agree,Neutral,Disagree,Yes,Important,Important,Very Important,Important,Yes,Neat package by swiggy and also takes carry of quality during covid situation
23,12.9925,77.5633,560021,Speed posst,Post Man pickup,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Disagree,Disagree,Yes,Weekdays (Mon-Fri),15 minutes,Agree,Neutral,Agree,Neutral,Disagree,Yes,Important,Moderately Important,Moderately Important,Important,Yes,NIL
21,12.9925,77.5633,560021,Speed posst,Normal Post,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Agree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,No,very late deliveries to my house everytime i order
25,12.9561,77.5921,560027,Speed posst,Post Man pickup,Agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Important,Important,Moderately Important,Important,Yes,Love Swiggy's delivery men. They are lightning fast
24,12.9561,77.5921,560027,Speed posst,Post Man pickup,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Yes,560075
22,13.0734,77.5464,560014,Speed posst,Post Man pickup,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Important,Important,Very Important,Yes,Quality is more important than time
23,13.0487,77.5923,560024,Speed posst,Post Man pickup,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Important,Important,Moderately Important,Moderately Important,Yes,Nil
24,12.9515,77.4921,560056,Speed posst,Post Man pickup,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Very Important,Important,Very Important,Yes,I love ordering online
22,12.9515,77.4921,560056,Web browser,Normal Post,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Maybe,Weekend (Sat & Sun),45 minutes,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Moderately Important,Slightly Important,Moderately Important,Important,Yes,BEST BEST POSITIVE REVIEWS
30,12.9719,77.5128,560072,Speed posst,Post Man pickup,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Agree,Yes,Important,Important,Very Important,Very Important,No,Delivery in my place is slow as turtle
23,12.9048,77.6821,560036,Speed posst,Post Man pickup,Agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Disagree,Disagree,Disagree,Yes,Important,Important,Very Important,Important,Yes,FAST FAST FAST FAST FAST
19,12.9048,77.6821,560036,Speed posst,Post Man pickup,Agree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Agree,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Important,Very Important,Important,Important,Yes,"I can forgive deliveries if they are late, but can't compromise with quality"
21,13.0103,77.5796,560080,Speed posst,Web browser,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Important,Very Important,Important,Important,Yes,Fast as sonic !!!
23,13.0103,77.5796,560080,Speed posst,Post Man pickup,Agree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),60 minutes,Disagree,Disagree,Disagree,Disagree,Neutral,Maybe,Important,Moderately Important,Slightly Important,Slightly Important,Yes,I find no issues with the online post delivery. But requires a lil bit faster delivery
24,12.8893,77.6399,560068,Speed posst,Post Man pickup,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),60 minutes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Important,Very Important,Very Important,Important,Yes,I have certain high rated restaurants where I order and they deliver fast
26,12.9828,77.6131,560042,Speed posst,Post Man pickup,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Neutral,Agree,Agree,Yes,Important,Important,Very Important,Important,No,No reason. I prefer home cooked post. I had bad experiences ordering online
26,12.9757,77.5586,560023,Speed posst,Post Man pickup,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,Agree,Neutral,Yes,Important,Very Important,Important,Important,Yes,TOP RATING TOP RATING RATING FIVE PLUS FIVE PLUS FOUR PLUS FOUR PLUS
25,12.9757,77.5586,560023,Speed posst,Post Man pickup,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Yes,Important,Moderately Important,Important,Important,Yes,Favorite service to reduce our hunger
28,12.9757,77.5586,560023,Speed posst,Normal Post,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Strongly Agree,Agree,Disagree,Disagree,Yes,Important,Very Important,Very Important,Very Important,No,BAD BAD BAD POOR POOR POOR RATING
25,13.0734,77.5464,560014,Speed posst,Normal Post,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Strongly Agree,Agree,Agree,Agree,Maybe,Slightly Important,Moderately Important,Moderately Important,Slightly Important,Yes,"If Packaging is hygienic,I would rate them high"
20,13.0734,77.5464,560014,Speed posst,Normal Post,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Neutral,Disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Strongly disagree,Strongly disagree,Maybe,Moderately Important,Important,Important,Slightly Important,Yes,Delivery people are sweet and fast
27,13.0734,77.5464,560014,Speed posst,Post Man pickup,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Yes,Weekdays (Mon-Fri),15 minutes,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Yes,Very Important,Very Important,Very Important,Very Important,No,I need quality post arriving at my doorsteps within the stipulated time
25,13.0626,77.5284,560015,Speed posst,Normal Post,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Important,Important,Important,Important,No,Can't understand what delivery people are speaking. Language barrier !
24,13.0626,77.5284,560015,Speed posst,Post Man pickup,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Disagree,Disagree,Disagree,Agree,Yes,Important,Important,Very Important,Very Important,No,less responsive delivery men. Also prevalent late deliveries
25,12.977,77.5773,560009,Speed posst,Post Man pickup,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Agree,Disagree,Neutral,Yes,Important,Important,Very Important,Very Important,No,poor delivery men really rushing fast to deliver the post. But there are many spillage issues as well
25,12.998,77.6227,560005,Speed posst,Post Man pickup,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Important,Important,Important,Important,No,Had many bad experiences with respect to delivery
24,13.0626,77.5284,560015,Speed posst,Post Man pickup,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Yes,Slightly Important,Moderately Important,Important,Important,Yes,"LOVE THE PRICE AND OFFER OFFERED BY SWIGGY, USUALLY RATE FOUR PLUS"
24,13.0626,77.5284,560015,Speed posst,Post Man pickup,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Neutral,Agree,Agree,Disagree,Disagree,Maybe,Weekend (Sat & Sun),45 minutes,Disagree,Neutral,Agree,Disagree,Disagree,Yes,Very Important,Important,Moderately Important,Important,Yes,Good price and offers with fast delivery
